"12 Angry Men (1957)"	["Star Wars (1977)", 0.9896826208497256, 87]
"African Queen, The (1951)"	["Fargo (1996)", 0.9884405615356229, 82]
"African Queen, The (1951)"	["Silence of the Lambs, The (1991)", 0.9893560721595009, 92]
"African Queen, The (1951)"	["Star Wars (1977)", 0.990502551026574, 103]
"African Queen, The (1951)"	["Raiders of the Lost Ark (1981)", 0.9910212335052847, 97]
"African Queen, The (1951)"	["Casablanca (1942)", 0.9919899238653564, 91]
"Air Force One (1997)"	["Jerry Maguire (1996)", 0.9872425209521688, 83]
"Air Force One (1997)"	["Return of the Jedi (1983)", 0.9886452313619851, 98]
"Air Force One (1997)"	["Star Wars (1977)", 0.988893251091612, 121]
"Air Force One (1997)"	["Independence Day (ID4) (1996)", 0.989283645447136, 81]
"Air Force One (1997)"	["Contact (1997)", 0.989379013642033, 121]
"Air Force One (1997)"	["Rock, The (1996)", 0.9897685285652543, 89]
"Air Force One (1997)"	["Fargo (1996)", 0.9899333312463471, 92]
"Air Force One (1997)"	["Conspiracy Theory (1997)", 0.9901521142335639, 91]
"Air Force One (1997)"	["English Patient, The (1996)", 0.9903419640103174, 84]
"Air Force One (1997)"	["Scream (1996)", 0.9908144893142362, 90]
"Air Force One (1997)"	["Toy Story (1995)", 0.9910022075878866, 86]
"Air Force One (1997)"	["Liar Liar (1997)", 0.9912639542768977, 81]
"Air Force One (1997)"	["Titanic (1997)", 0.9914107286931224, 111]
"Aladdin (1992)"	["Terminator 2: Judgment Day (1991)", 0.9886827600906866, 85]
"Aladdin (1992)"	["Princess Bride, The (1987)", 0.9888805611699686, 86]
"Aladdin (1992)"	["Toy Story (1995)", 0.9889725863294849, 101]
"Aladdin (1992)"	["Silence of the Lambs, The (1991)", 0.9894993467934738, 95]
"Aladdin (1992)"	["Monty Python and the Holy Grail (1974)", 0.9898416554959969, 83]
"Aladdin (1992)"	["Forrest Gump (1994)", 0.9901834261887598, 83]
"Aladdin (1992)"	["Braveheart (1995)", 0.9902461911324665, 89]
"Aladdin (1992)"	["E.T. the Extra-Terrestrial (1982)", 0.9903417169188475, 81]
"Aladdin (1992)"	["Apollo 13 (1995)", 0.990395456079907, 83]
"Aladdin (1992)"	["Raiders of the Lost Ark (1981)", 0.9904566213776176, 114]
"Aladdin (1992)"	["Back to the Future (1985)", 0.9905378486055777, 103]
"Aladdin (1992)"	["Fugitive, The (1993)", 0.9911297424241771, 92]
"Aladdin (1992)"	["Lion King, The (1994)", 0.9912713305320562, 81]
"Aladdin (1992)"	["Empire Strikes Back, The (1980)", 0.9913738760498286, 108]
"Aladdin (1992)"	["Star Wars (1977)", 0.9918579124526735, 119]
"Aladdin (1992)"	["Indiana Jones and the Last Crusade (1989)", 0.991920460713129, 85]
"Aladdin (1992)"	["Return of the Jedi (1983)", 0.9922445606767663, 101]
"Aladdin (1992)"	["Schindler's List (1993)", 0.9925626315473647, 85]
"Alien (1979)"	["Raising Arizona (1987)", 0.9870549417915753, 89]
"Alien (1979)"	["It's a Wonderful Life (1946)", 0.9878164258866952, 90]
"Alien (1979)"	["Star Trek: The Wrath of Khan (1982)", 0.987923485723216, 96]
"Alien (1979)"	["Sting, The (1973)", 0.9879934196810664, 86]
"Alien (1979)"	["Brazil (1985)", 0.9880000972035431, 81]
"Alien (1979)"	["Apollo 13 (1995)", 0.9880948457964249, 93]
"Alien (1979)"	["To Kill a Mockingbird (1962)", 0.9883371864243331, 82]
"Alien (1979)"	["Fish Called Wanda, A (1988)", 0.9884594354750944, 83]
"Alien (1979)"	["Contact (1997)", 0.9884764854928474, 87]
"Alien (1979)"	["Shining, The (1980)", 0.9885411693581666, 81]
"Alien (1979)"	["2001: A Space Odyssey (1968)", 0.98856778447667, 106]
"Alien (1979)"	["Unforgiven (1992)", 0.9886271247874208, 87]
"Alien (1979)"	["Clockwork Orange, A (1971)", 0.9886283149746905, 91]
"Alien (1979)"	["Amadeus (1984)", 0.9887307471805789, 109]
"Alien (1979)"	["Return of the Jedi (1983)", 0.9889311656866137, 143]
"Alien (1979)"	["Wizard of Oz, The (1939)", 0.988984349446504, 89]
"Alien (1979)"	["Godfather: Part II, The (1974)", 0.9890894015419747, 91]
"Alien (1979)"	["GoodFellas (1990)", 0.9891967583067359, 90]
"Alien (1979)"	["Casablanca (1942)", 0.9892532802484454, 98]
"Alien (1979)"	["Psycho (1960)", 0.9892580001754958, 109]
"Alien (1979)"	["Forrest Gump (1994)", 0.9893366416433368, 111]
"Alien (1979)"	["Silence of the Lambs, The (1991)", 0.9893382358912162, 170]
"Alien (1979)"	["Shawshank Redemption, The (1994)", 0.9894320736573757, 122]
"Alien (1979)"	["Indiana Jones and the Last Crusade (1989)", 0.9894524113694967, 114]
"Alien (1979)"	["Blues Brothers, The (1980)", 0.9894551845342708, 87]
"Alien (1979)"	["Empire Strikes Back, The (1980)", 0.9894861507681935, 154]
"Alien (1979)"	["Apocalypse Now (1979)", 0.9895269909426795, 88]
"Alien (1979)"	["Hunt for Red October, The (1990)", 0.9896151945755405, 88]
"Alien (1979)"	["Pulp Fiction (1994)", 0.989632666178061, 140]
"Alien (1979)"	["When Harry Met Sally... (1989)", 0.9896960494121634, 100]
"Alien (1979)"	["Usual Suspects, The (1995)", 0.9897043136515741, 118]
"Alien (1979)"	["Groundhog Day (1993)", 0.9897287853365263, 96]
"Alien (1979)"	["Braveheart (1995)", 0.9899191329706013, 113]
"Alien (1979)"	["Blade Runner (1982)", 0.9899389475901933, 146]
"Alien (1979)"	["Twelve Monkeys (1995)", 0.9899554466959412, 114]
"Alien (1979)"	["Fargo (1996)", 0.9900191402327789, 135]
"Alien (1979)"	["Die Hard (1988)", 0.9901169304354237, 96]
"Alien (1979)"	["E.T. the Extra-Terrestrial (1982)", 0.9901439266989966, 104]
"Alien (1979)"	["Seven (Se7en) (1995)", 0.990147778329178, 84]
"Alien (1979)"	["Fugitive, The (1993)", 0.9902877092260298, 134]
"Alien (1979)"	["Raiders of the Lost Ark (1981)", 0.990392437442495, 167]
"Alien (1979)"	["Princess Bride, The (1987)", 0.990394683961883, 122]
"Alien (1979)"	["One Flew Over the Cuckoo's Nest (1975)", 0.9903998805447078, 116]
"Alien (1979)"	["Rear Window (1954)", 0.9904065281870869, 89]
"Alien (1979)"	["Godfather, The (1972)", 0.990511226546449, 132]
"Alien (1979)"	["Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)", 0.9905132152510351, 86]
"Alien (1979)"	["M*A*S*H (1970)", 0.990633554770606, 82]
"Alien (1979)"	["Back to the Future (1985)", 0.9907759084502453, 105]
"Alien (1979)"	["Star Trek: First Contact (1996)", 0.9907860935642744, 89]
"Alien (1979)"	["Monty Python and the Holy Grail (1974)", 0.9907970220057735, 118]
"Alien (1979)"	["Schindler's List (1993)", 0.9908095919640411, 101]
"Alien (1979)"	["Terminator 2: Judgment Day (1991)", 0.9908221797323136, 128]
"Alien (1979)"	["Toy Story (1995)", 0.9909105794955382, 111]
"Alien (1979)"	["Dead Poets Society (1989)", 0.9909382264996288, 96]
"Alien (1979)"	["Star Wars (1977)", 0.991207177769205, 191]
"Alien (1979)"	["Dances with Wolves (1990)", 0.9912320649674166, 83]
"Alien (1979)"	["Terminator, The (1984)", 0.9920013906270453, 130]
"Alien (1979)"	["Aliens (1986)", 0.9924038369070229, 152]
"Alien (1979)"	["Jaws (1975)", 0.9924993311407548, 111]
"Alien (1979)"	["Jurassic Park (1993)", 0.9925976342244048, 90]
"Aliens (1986)"	["Apollo 13 (1995)", 0.9877471690829309, 90]
"Aliens (1986)"	["Dances with Wolves (1990)", 0.9881632376745516, 85]
"Aliens (1986)"	["Psycho (1960)", 0.9882709777819746, 97]
"Aliens (1986)"	["Amadeus (1984)", 0.9884161076917012, 96]
"Aliens (1986)"	["When Harry Met Sally... (1989)", 0.9885275694092113, 102]
"Aliens (1986)"	["Raising Arizona (1987)", 0.9886596283085323, 84]
"Aliens (1986)"	["Fish Called Wanda, A (1988)", 0.9887652414285519, 81]
"Aliens (1986)"	["Star Trek: First Contact (1996)", 0.9888340711462164, 88]
"Aliens (1986)"	["Apocalypse Now (1979)", 0.9888577342169478, 82]
"Aliens (1986)"	["Casablanca (1942)", 0.9889811878112837, 94]
"Aliens (1986)"	["Rear Window (1954)", 0.9890200213438499, 84]
"Aliens (1986)"	["Godfather: Part II, The (1974)", 0.9890903429142761, 87]
"Aliens (1986)"	["Dead Poets Society (1989)", 0.9892024306742396, 90]
"Aliens (1986)"	["Wizard of Oz, The (1939)", 0.9892103304119935, 93]
"Aliens (1986)"	["Twelve Monkeys (1995)", 0.9892185183507721, 111]
"Aliens (1986)"	["Forrest Gump (1994)", 0.9892267906051003, 103]
"Aliens (1986)"	["Jaws (1975)", 0.9893146275695451, 107]
"Aliens (1986)"	["Star Trek: The Wrath of Khan (1982)", 0.9893179231218536, 98]
"Aliens (1986)"	["Toy Story (1995)", 0.9893852277753207, 116]
"Aliens (1986)"	["Usual Suspects, The (1995)", 0.9893916635183803, 116]
"Aliens (1986)"	["Sting, The (1973)", 0.9894629888032049, 81]
"Aliens (1986)"	["Contact (1997)", 0.9894847857636456, 93]
"Aliens (1986)"	["Terminator 2: Judgment Day (1991)", 0.989578530022264, 129]
"Aliens (1986)"	["Return of the Jedi (1983)", 0.9895977982195047, 133]
"Aliens (1986)"	["Godfather, The (1972)", 0.989629967796804, 126]
"Aliens (1986)"	["Clockwork Orange, A (1971)", 0.9896504170789772, 85]
"Aliens (1986)"	["Hunt for Red October, The (1990)", 0.9896608365640075, 88]
"Aliens (1986)"	["Braveheart (1995)", 0.989661185526239, 106]
"Aliens (1986)"	["Rock, The (1996)", 0.9897092079230986, 81]
"Aliens (1986)"	["Monty Python and the Holy Grail (1974)", 0.9897221440396035, 115]
"Aliens (1986)"	["Empire Strikes Back, The (1980)", 0.98973699165167, 148]
"Aliens (1986)"	["2001: A Space Odyssey (1968)", 0.9898369585747213, 92]
"Aliens (1986)"	["GoodFellas (1990)", 0.9898437262088102, 86]
"Aliens (1986)"	["Fugitive, The (1993)", 0.9899348978749125, 129]
"Aliens (1986)"	["Blues Brothers, The (1980)", 0.9899624582337565, 82]
"Aliens (1986)"	["Jurassic Park (1993)", 0.9899650935707461, 92]
"Aliens (1986)"	["Indiana Jones and the Last Crusade (1989)", 0.9900791785035916, 112]
"Aliens (1986)"	["One Flew Over the Cuckoo's Nest (1975)", 0.9901178774769249, 102]
"Aliens (1986)"	["Groundhog Day (1993)", 0.9901929614843216, 97]
"Aliens (1986)"	["Back to the Future (1985)", 0.9902922509052223, 104]
"Aliens (1986)"	["Terminator, The (1984)", 0.9903374092630787, 129]
"Aliens (1986)"	["Pulp Fiction (1994)", 0.9903701759585313, 135]
"Aliens (1986)"	["Seven (Se7en) (1995)", 0.9903797163709099, 92]
"Aliens (1986)"	["E.T. the Extra-Terrestrial (1982)", 0.9905196726340769, 95]
"Aliens (1986)"	["Shawshank Redemption, The (1994)", 0.9907853006277642, 112]
"Aliens (1986)"	["Blade Runner (1982)", 0.9909023447055184, 130]
"Aliens (1986)"	["Fargo (1996)", 0.9909125861278175, 116]
"Aliens (1986)"	["Die Hard (1988)", 0.9910211032833189, 95]
"Aliens (1986)"	["Princess Bride, The (1987)", 0.9912441373404847, 125]
"Aliens (1986)"	["Silence of the Lambs, The (1991)", 0.9912589919224515, 163]
"Aliens (1986)"	["Star Wars (1977)", 0.9912663511865814, 175]
"Aliens (1986)"	["Schindler's List (1993)", 0.9914656480579263, 100]
"Aliens (1986)"	["Raiders of the Lost Ark (1981)", 0.9921280097549386, 167]
"Aliens (1986)"	["Alien (1979)", 0.9924038369070229, 152]
"Amadeus (1984)"	["Indiana Jones and the Last Crusade (1989)", 0.987190040047603, 99]
"Amadeus (1984)"	["Apollo 13 (1995)", 0.9880785025728298, 102]
"Amadeus (1984)"	["2001: A Space Odyssey (1968)", 0.9883122954651706, 105]
"Amadeus (1984)"	["Return of the Jedi (1983)", 0.9883668801182813, 129]
"Amadeus (1984)"	["Aliens (1986)", 0.9884161076917012, 96]
"Amadeus (1984)"	["Monty Python and the Holy Grail (1974)", 0.9884600136225903, 120]
"Amadeus (1984)"	["Godfather: Part II, The (1974)", 0.9885914965471296, 87]
"Amadeus (1984)"	["Fugitive, The (1993)", 0.9886575913426027, 114]
"Amadeus (1984)"	["Fish Called Wanda, A (1988)", 0.9887149550451935, 91]
"Amadeus (1984)"	["Alien (1979)", 0.9887307471805789, 109]
"Amadeus (1984)"	["Vertigo (1958)", 0.9888078818106764, 89]
"Amadeus (1984)"	["Raising Arizona (1987)", 0.9888175402205464, 100]
"Amadeus (1984)"	["Braveheart (1995)", 0.9890065892350834, 104]
"Amadeus (1984)"	["Back to the Future (1985)", 0.9890449264053998, 122]
"Amadeus (1984)"	["Contact (1997)", 0.9890605213017932, 82]
"Amadeus (1984)"	["Dead Poets Society (1989)", 0.989238145325073, 109]
"Amadeus (1984)"	["Twelve Monkeys (1995)", 0.9892592969736803, 91]
"Amadeus (1984)"	["Raiders of the Lost Ark (1981)", 0.9892664412175222, 160]
"Amadeus (1984)"	["Shawshank Redemption, The (1994)", 0.9892732699990044, 128]
"Amadeus (1984)"	["Fargo (1996)", 0.9892833037491542, 136]
"Amadeus (1984)"	["Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)", 0.9894685914879651, 90]
"Amadeus (1984)"	["E.T. the Extra-Terrestrial (1982)", 0.9895776332864707, 115]
"Amadeus (1984)"	["Usual Suspects, The (1995)", 0.9896004337214462, 101]
"Amadeus (1984)"	["Terminator 2: Judgment Day (1991)", 0.9896196328549655, 102]
"Amadeus (1984)"	["Sting, The (1973)", 0.9896458829012903, 101]
"Amadeus (1984)"	["Groundhog Day (1993)", 0.9897880016402131, 90]
"Amadeus (1984)"	["Empire Strikes Back, The (1980)", 0.9898098028979472, 132]
"Amadeus (1984)"	["Dead Man Walking (1995)", 0.9898661773144795, 85]
"Amadeus (1984)"	["Clockwork Orange, A (1971)", 0.9898836621143148, 96]
"Amadeus (1984)"	["Terminator, The (1984)", 0.9899823859399811, 105]
"Amadeus (1984)"	["Babe (1995)", 0.9899947340705636, 90]
"Amadeus (1984)"	["Blade Runner (1982)", 0.9901990447604327, 111]
"Amadeus (1984)"	["Graduate, The (1967)", 0.9902081562143409, 108]
"Amadeus (1984)"	["When Harry Met Sally... (1989)", 0.9902705284015909, 109]
"Amadeus (1984)"	["North by Northwest (1959)", 0.990278172754194, 88]
"Amadeus (1984)"	["Forrest Gump (1994)", 0.9903125121147837, 122]
"Amadeus (1984)"	["Taxi Driver (1976)", 0.9903215532283917, 83]
"Amadeus (1984)"	["Casablanca (1942)", 0.9903375703468051, 117]
"Amadeus (1984)"	["Citizen Kane (1941)", 0.9903663089018664, 100]
"Amadeus (1984)"	["Young Frankenstein (1974)", 0.9903757519902608, 92]
"Amadeus (1984)"	["It's a Wonderful Life (1946)", 0.9904107120681059, 93]
"Amadeus (1984)"	["Dances with Wolves (1990)", 0.9904241606051536, 88]
"Amadeus (1984)"	["Sense and Sensibility (1995)", 0.990458609940393, 86]
"Amadeus (1984)"	["Blues Brothers, The (1980)", 0.9904995133229393, 83]
"Amadeus (1984)"	["Butch Cassidy and the Sundance Kid (1969)", 0.990573373153675, 84]
"Amadeus (1984)"	["Four Weddings and a Funeral (1994)", 0.9906279923436175, 84]
"Amadeus (1984)"	["Godfather, The (1972)", 0.9906329583954266, 132]
"Amadeus (1984)"	["Stand by Me (1986)", 0.9906712394702519, 91]
"Amadeus (1984)"	["Toy Story (1995)", 0.9906785593427677, 106]
"Amadeus (1984)"	["Jaws (1975)", 0.990697270722206, 85]
"Amadeus (1984)"	["To Kill a Mockingbird (1962)", 0.9907878020576083, 98]
"Amadeus (1984)"	["Silence of the Lambs, The (1991)", 0.9908328853086941, 157]
"Amadeus (1984)"	["Pulp Fiction (1994)", 0.9909711078327236, 127]
"Amadeus (1984)"	["Apocalypse Now (1979)", 0.9910161591452913, 93]
"Amadeus (1984)"	["Princess Bride, The (1987)", 0.9911636292212134, 122]
"Amadeus (1984)"	["Rear Window (1954)", 0.9912149071306262, 96]
"Amadeus (1984)"	["Star Wars (1977)", 0.9912469606844645, 167]
"Amadeus (1984)"	["Gandhi (1982)", 0.9914568157081031, 91]
"Amadeus (1984)"	["Wizard of Oz, The (1939)", 0.9915344818564049, 99]
"Amadeus (1984)"	["Schindler's List (1993)", 0.9917216132591686, 139]
"Amadeus (1984)"	["M*A*S*H (1970)", 0.9919871031294544, 83]
"Amadeus (1984)"	["One Flew Over the Cuckoo's Nest (1975)", 0.9924068734950294, 130]
"Amadeus (1984)"	["Lawrence of Arabia (1962)", 0.9925232399959318, 81]
"Amadeus (1984)"	["Psycho (1960)", 0.9931759961870456, 89]
"Annie Hall (1977)"	["Star Wars (1977)", 0.9883750882521102, 82]
"Annie Hall (1977)"	["Fargo (1996)", 0.9894409631541288, 85]
"Apocalypse Now (1979)"	["Monty Python and the Holy Grail (1974)", 0.9870731768001322, 88]
"Apocalypse Now (1979)"	["Aliens (1986)", 0.9888577342169478, 82]
"Apocalypse Now (1979)"	["Return of the Jedi (1983)", 0.989057433887664, 87]
"Apocalypse Now (1979)"	["Schindler's List (1993)", 0.9891168553695038, 98]
"Apocalypse Now (1979)"	["Blade Runner (1982)", 0.9892229525012131, 95]
"Apocalypse Now (1979)"	["Back to the Future (1985)", 0.989230548994179, 82]
"Apocalypse Now (1979)"	["2001: A Space Odyssey (1968)", 0.9895177122606631, 96]
"Apocalypse Now (1979)"	["Alien (1979)", 0.9895269909426795, 88]
"Apocalypse Now (1979)"	["Usual Suspects, The (1995)", 0.989813927185063, 88]
"Apocalypse Now (1979)"	["Raiders of the Lost Ark (1981)", 0.989957898237367, 117]
"Apocalypse Now (1979)"	["Forrest Gump (1994)", 0.9900242631169183, 88]
"Apocalypse Now (1979)"	["Braveheart (1995)", 0.9900606055887885, 83]
"Apocalypse Now (1979)"	["Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)", 0.9900629119873768, 82]
"Apocalypse Now (1979)"	["Fargo (1996)", 0.9901142085714365, 113]
"Apocalypse Now (1979)"	["Citizen Kane (1941)", 0.9901376940468608, 82]
"Apocalypse Now (1979)"	["Godfather: Part II, The (1974)", 0.9901705444091481, 89]
"Apocalypse Now (1979)"	["Silence of the Lambs, The (1991)", 0.9902188277091043, 121]
"Apocalypse Now (1979)"	["Godfather, The (1972)", 0.9903879543085322, 113]
"Apocalypse Now (1979)"	["GoodFellas (1990)", 0.9903906347162086, 82]
"Apocalypse Now (1979)"	["Empire Strikes Back, The (1980)", 0.9903956675901586, 91]
"Apocalypse Now (1979)"	["Fugitive, The (1993)", 0.9909069648357798, 85]
"Apocalypse Now (1979)"	["Star Wars (1977)", 0.9909087416321265, 116]
"Apocalypse Now (1979)"	["Terminator, The (1984)", 0.99092005163832, 83]
"Apocalypse Now (1979)"	["Graduate, The (1967)", 0.9909332268672696, 90]
"Apocalypse Now (1979)"	["Casablanca (1942)", 0.9909964179013239, 93]
"Apocalypse Now (1979)"	["Amadeus (1984)", 0.9910161591452913, 93]
"Apocalypse Now (1979)"	["Shawshank Redemption, The (1994)", 0.9912003901915858, 100]
"Apocalypse Now (1979)"	["One Flew Over the Cuckoo's Nest (1975)", 0.9913999939497518, 109]
"Apocalypse Now (1979)"	["Pulp Fiction (1994)", 0.9915273230887754, 110]
"Apocalypse Now (1979)"	["Clockwork Orange, A (1971)", 0.9918124768403818, 84]
"Apollo 13 (1995)"	["2001: A Space Odyssey (1968)", 0.9868611454033845, 88]
"Apollo 13 (1995)"	["Silence of the Lambs, The (1991)", 0.9876212592543749, 140]
"Apollo 13 (1995)"	["Aliens (1986)", 0.9877471690829309, 90]
"Apollo 13 (1995)"	["Terminator 2: Judgment Day (1991)", 0.9879707850135561, 101]
"Apollo 13 (1995)"	["Monty Python and the Holy Grail (1974)", 0.9880237534349606, 112]
"Apollo 13 (1995)"	["Fugitive, The (1993)", 0.9880430313033367, 119]
"Apollo 13 (1995)"	["Amadeus (1984)", 0.9880785025728298, 102]
"Apollo 13 (1995)"	["Alien (1979)", 0.9880948457964249, 93]
"Apollo 13 (1995)"	["Casablanca (1942)", 0.9881846647673428, 87]
"Apollo 13 (1995)"	["Groundhog Day (1993)", 0.9883572708675039, 88]
"Apollo 13 (1995)"	["Pulp Fiction (1994)", 0.9885654369026642, 115]
"Apollo 13 (1995)"	["Jaws (1975)", 0.9887609140082594, 84]
"Apollo 13 (1995)"	["Dances with Wolves (1990)", 0.9887681762139993, 87]
"Apollo 13 (1995)"	["Princess Bride, The (1987)", 0.9889885963938485, 105]
"Apollo 13 (1995)"	["Return of the Jedi (1983)", 0.9889890735101194, 132]
"Apollo 13 (1995)"	["One Flew Over the Cuckoo's Nest (1975)", 0.9890571152233735, 96]
"Apollo 13 (1995)"	["When Harry Met Sally... (1989)", 0.9892048881254261, 98]
"Apollo 13 (1995)"	["E.T. the Extra-Terrestrial (1982)", 0.9892811262682935, 121]
"Apollo 13 (1995)"	["Fargo (1996)", 0.989411010268668, 95]
"Apollo 13 (1995)"	["Godfather, The (1972)", 0.9894217878878608, 95]
"Apollo 13 (1995)"	["Terminator, The (1984)", 0.9894750354476373, 98]
"Apollo 13 (1995)"	["It's a Wonderful Life (1946)", 0.9897172682884073, 89]
"Apollo 13 (1995)"	["Independence Day (ID4) (1996)", 0.9897238741102795, 89]
"Apollo 13 (1995)"	["Twelve Monkeys (1995)", 0.9898011563510745, 83]
"Apollo 13 (1995)"	["Forrest Gump (1994)", 0.989850442383984, 137]
"Apollo 13 (1995)"	["Blade Runner (1982)", 0.9899102399731087, 82]
"Apollo 13 (1995)"	["Jurassic Park (1993)", 0.9899346084443631, 101]
"Apollo 13 (1995)"	["Empire Strikes Back, The (1980)", 0.9899943948291954, 130]
"Apollo 13 (1995)"	["Toy Story (1995)", 0.9900010330186562, 123]
"Apollo 13 (1995)"	["Shawshank Redemption, The (1994)", 0.9901013835478177, 120]
"Apollo 13 (1995)"	["Braveheart (1995)", 0.9902283510867387, 115]
"Apollo 13 (1995)"	["Speed (1994)", 0.9902751620564673, 81]
"Apollo 13 (1995)"	["Usual Suspects, The (1995)", 0.9902961824622287, 88]
"Apollo 13 (1995)"	["Aladdin (1992)", 0.990395456079907, 83]
"Apollo 13 (1995)"	["Wizard of Oz, The (1939)", 0.9905824494323384, 88]
"Apollo 13 (1995)"	["Indiana Jones and the Last Crusade (1989)", 0.9906552462274818, 110]
"Apollo 13 (1995)"	["Dead Poets Society (1989)", 0.9906849921813345, 103]
"Apollo 13 (1995)"	["Star Trek: First Contact (1996)", 0.9907223742984016, 85]
"Apollo 13 (1995)"	["Star Wars (1977)", 0.9909198512354243, 156]
"Apollo 13 (1995)"	["Sound of Music, The (1965)", 0.9909550695874213, 82]
"Apollo 13 (1995)"	["Sting, The (1973)", 0.9910606336739621, 83]
"Apollo 13 (1995)"	["Jerry Maguire (1996)", 0.9913100322657192, 87]
"Apollo 13 (1995)"	["Schindler's List (1993)", 0.9914746510795427, 119]
"Apollo 13 (1995)"	["Raiders of the Lost Ark (1981)", 0.9916021576183599, 155]
"Apollo 13 (1995)"	["Back to the Future (1985)", 0.9922985818369785, 122]
"Apollo 13 (1995)"	["Hunt for Red October, The (1990)", 0.9924942263279445, 88]
"Apt Pupil (1998)"	["Titanic (1997)", 0.9866748632703883, 85]
"Apt Pupil (1998)"	["Good Will Hunting (1997)", 0.990695892677137, 81]
"Babe (1995)"	["Back to the Future (1985)", 0.9877087966297482, 91]
